1.150228650137740942e+03,8.264462809917355601e-03,1.625344352617079935e-01,8.292011019283747064e-01,3.210247933884297709e+02
1.125175879396985010e+03,2.261306532663316660e-02,1.683417085427135751e-01,8.090452261306532167e-01,3.235175879396985010e+02
1.168065902578796567e+03,2.865329512893982720e-03,1.690544412607449809e-01,8.280802292263610420e-01,2.727564469914040046e+02
1.127365333333333410e+03,2.400000000000000050e-02,1.813333333333333464e-01,7.946666666666666323e-01,3.050666666666666629e+02
1.138546666666666624e+03,1.333333333333333419e-02,1.813333333333333464e-01,8.053333333333333455e-01,3.200240000000000009e+02
1.132916216216216299e+03,1.891891891891891997e-02,1.756756756756756854e-01,8.054054054054053946e-01,3.032918918918919076e+02
1.095248101265822697e+03,2.784810126582278403e-02,2.126582278481012611e-01,7.594936708860760000e-01,3.644658227848101433e+02
1.171258152173913004e+03,1.086956521739130405e-02,1.603260869565217295e-01,8.288043478260869179e-01,2.827500000000000000e+02
1.126863753213367545e+03,2.313624678663239037e-02,1.748071979434447365e-01,8.020565552699229217e-01,3.605398457583547724e+02
1.101775193798449664e+03,3.100775193798449569e-02,1.912144702842377142e-01,7.777777777777777901e-01,2.962919896640826778e+02
1.222808926080892661e+03,8.368200836820082963e-03,1.157601115760111543e-01,8.758716875871687124e-01,5.519163179916317858e+02
1.196063342318059313e+03,4.043126684636118816e-03,1.347708894878706098e-01,8.611859838274932288e-01,5.962264150943395862e+02
1.218099023709902440e+03,9.762900976290097080e-03,1.129707112970711330e-01,8.772663877266387855e-01,5.876485355648535460e+02
1.202193121693121611e+03,1.058201058201058142e-02,1.296296296296296224e-01,8.597883597883597684e-01,6.673333333333333712e+02
1.214191135734072077e+03,8.310249307479224828e-03,1.260387811634348931e-01,8.656509695290858231e-01,5.828518005540166769e+02
1.240083333333333258e+03,4.237288135593220324e-03,1.002824858757062204e-01,8.954802259887005844e-01,6.308192090395480136e+02
1.226837950138504084e+03,1.385041551246537356e-02,9.279778393351800769e-02,8.933518005540166396e-01,5.974598337950138784e+02
1.217439834024896300e+03,1.244813278008298670e-02,1.147994467496542131e-01,8.727524204702628019e-01,5.933153526970954772e+02
1.156566157760814349e+03,2.926208651399491226e-02,1.399491094147582715e-01,8.307888040712467781e-01,6.547379134860051408e+02
1.205882510013351066e+03,1.468624833110814334e-02,1.134846461949265695e-01,8.718291054739653045e-01,6.380053404539386293e+02
1.249068181818181756e+03,8.264462809917355601e-03,8.884297520661156577e-02,9.028925619834711203e-01,8.366157024793388928e+02
1.218862686567164246e+03,1.194029850746268669e-02,1.174129353233830803e-01,8.706467661691542625e-01,7.875064676616915449e+02
1.237220883534136647e+03,6.024096385542168988e-03,9.839357429718875725e-02,8.955823293172691102e-01,8.185321285140562395e+02
1.225884346959122695e+03,7.976071784646061175e-03,1.106679960119641010e-01,8.813559322033898136e-01,8.839830508474576618e+02
1.243115541922290276e+03,7.157464212678936628e-03,1.012269938650306733e-01,8.916155419222904221e-01,8.423190184049079789e+02
1.280456472122595414e+03,4.238669709814150630e-03,6.781871535702641007e-02,9.279426149331594376e-01,2.692123899576133226e+03
1.258288082901554390e+03,6.217616580310880540e-03,8.082901554404145483e-02,9.129533678756476256e-01,8.293886010362693924e+02
1.278436323366555825e+03,2.953119232188999507e-03,6.829088224437061816e-02,9.287559985234403737e-01,2.391912882982650444e+03
1.232391044776119315e+03,9.950248756218905283e-03,9.353233830845771035e-02,8.965174129353233878e-01,8.608567164179104338e+02
1.256596960926194015e+03,6.150506512301013272e-03,8.502170767004341156e-02,9.088277858176555535e-01,2.216695007235889989e+03
1.097451492537313470e+03,4.104477611940298559e-02,1.604477611940298420e-01,7.985074626865671377e-01,2.345410447761194064e+02
1.070481012658227883e+03,2.531645569620253125e-02,2.278481012658227778e-01,7.468354430379746667e-01,2.039493670886076018e+02
1.096448559670781833e+03,3.703703703703703498e-02,1.851851851851851749e-01,7.777777777777777901e-01,2.098559670781893089e+02
1.099745535714285779e+03,1.785714285714285615e-02,2.142857142857142738e-01,7.678571428571429047e-01,1.992053571428571388e+02
1.148385321100917508e+03,0.000000000000000000e+00,1.880733944954128545e-01,8.119266055045871733e-01,2.022752293577981675e+02
1.144841860465116270e+03,4.651162790697674354e-03,1.720930232558139650e-01,8.232558139534883468e-01,1.681720930232558260e+02
1.130854545454545359e+03,4.545454545454545234e-03,2.090909090909090773e-01,7.863636363636363757e-01,1.842272727272727195e+02
1.125723214285714221e+03,2.232142857142857192e-02,1.785714285714285754e-01,7.991071428571429047e-01,1.965133928571428612e+02
1.122036866359447004e+03,2.304147465437788103e-02,1.843317972350230483e-01,7.926267281105990881e-01,1.804700460829492954e+02
1.148691588785046633e+03,2.336448598130841034e-02,1.588785046728971861e-01,8.177570093457944278e-01,1.963598130841121474e+02
9.477304347826086541e+02,8.695652173913043584e-03,3.739130434782608758e-01,6.173913043478260754e-01,1.022608695652173907e+02
9.554509803921569073e+02,9.803921568627450844e-03,3.921568627450980338e-01,5.980392156862744946e-01,8.935294117647059409e+01
9.806326530612244596e+02,1.020408163265306041e-02,3.367346938775510057e-01,6.530612244897958663e-01,9.394897959183673208e+01
9.564326923076922640e+02,2.884615384615384776e-02,3.365384615384615641e-01,6.346153846153845812e-01,9.591346153846153300e+01
9.066818181818181301e+02,2.727272727272727140e-02,3.909090909090909283e-01,5.818181818181817899e-01,9.082727272727272805e+01
8.823613445378151710e+02,4.201680672268907901e-02,3.865546218487395103e-01,5.714285714285713969e-01,1.082521008403361407e+02
1.014563758389261693e+03,2.013422818791946178e-02,3.087248322147650992e-01,6.711409395973154668e-01,1.330000000000000000e+02
9.825784313725490620e+02,9.803921568627450844e-03,3.431372549019607865e-01,6.470588235294117974e-01,9.117647058823528994e+01
9.868490566037735334e+02,9.433962264150943036e-03,3.490566037735848837e-01,6.415094339622641195e-01,1.079716981132075517e+02
9.569805825242718811e+02,0.000000000000000000e+00,3.592233009708737934e-01,6.407766990291262621e-01,9.040776699029126462e+01
1.286799703813402402e+03,6.293965198074786931e-03,4.961125509070714312e-02,9.440947797112180240e-01,2.394513143280266377e+03
1.292335055350553603e+03,3.690036900369003583e-03,4.575645756457564356e-02,9.505535055350553542e-01,2.347383763837638526e+03
1.277255589955280357e+03,2.407980736154110863e-03,7.223942208462331982e-02,9.253525971792225802e-01,2.467354317165462817e+03
1.285835826340751510e+03,3.283473184968989204e-03,5.618387449835826608e-02,9.405326523166727126e-01,2.460757387814666345e+03
1.293774549466715598e+03,4.413387274733357978e-03,4.707613093048915176e-02,9.485104817947774825e-01,2.618268481059213173e+03
1.291290547995586621e+03,1.838911364472232491e-03,5.443177638837808086e-02,9.437293122471497320e-01,2.546612725266641974e+03
1.289548825256975078e+03,5.506607929515418796e-03,4.955947136563876310e-02,9.449339207048458311e-01,2.450930249632892810e+03
